year,ekey,akey,medal
1948,72,121387,
1992,496,121388,
1996,496,121388,
1988,501,121389,
1992,501,121389,
2008,503,121390,
1988,251,121391,
1928,24,121392,
1928,619,121392,
1928,373,121392,
1928,164,121392,
1928,337,121392,
1928,270,121392,
1928,446,121392,
1960,193,121393,
1964,193,121393,S
1968,435,121393,
1956,586,121394,B
1956,519,121394,
1960,519,121394,
1968,212,121395,
1972,212,121395,
2004,271,121396,
2012,520,121397,
2016,520,121397,
1988,496,121398,
1992,496,121398,
1972,416,121399,
1964,575,121400,
1980,558,121401,S
2004,172,121402,
1972,426,121403,
1972,359,121403,
1928,210,121404,
1936,210,121404,B
1972,420,121405,S
1936,189,121406,
2016,534,121407,
1996,325,121408,
1996,427,121408,
2000,325,121408,
2000,427,121408,
2004,325,121408,
2004,427,121408,
2008,325,121408,
2012,325,121408,
1936,24,121409,
1936,619,121409,
1936,117,121409,
1936,373,121409,
1936,164,121409,
1936,337,121409,
1936,270,121409,
1936,446,121409,
1948,24,121409,
1948,619,121409,B
1948,117,121409,
1948,373,121409,
1948,164,121409,
1948,337,121409,
1948,270,121409,
1948,446,121409,
1952,24,121409,
1952,619,121409,
1952,117,121409,
1952,373,121409,
1952,164,121409,
1952,337,121409,
1952,270,121409,
1952,446,121409,
1988,496,121410,
1992,496,121410,
1996,496,121410,
1976,461,121411,
1976,210,121411,
1976,146,121411,
1976,551,121411,
1976,431,121411,
1976,147,121411,
2004,257,121412,
2008,257,121412,
2012,172,121412,
2016,172,121412,G
2004,520,121413,G
1908,381,121414,
1908,39,121414,
1908,90,121414,G
1912,177,121414,
1912,39,121414,
1912,90,121414,G
1928,293,121414,
2016,331,121416,
1988,220,121417,
1992,622,121418,
1992,310,121418,
2004,76,121419,
2008,76,121419,
1960,558,121420,
1976,76,121422,B
1976,76,121423,B
2016,465,121424,
1976,404,121425,
1980,344,121427,
1992,38,121428,S
1996,496,121429,
2012,82,121430,S
1992,513,121433,
1996,513,121433,
2004,513,121433,
1936,543,121434,
1968,158,121435,
1912,119,121436,
2000,66,121437,
2000,402,121438,
2004,233,121438,
2008,233,121438,
2012,233,121438,
2012,251,121439,
1960,420,121440,
1960,513,121441,
1960,466,121441,
1992,325,121442,
1992,427,121442,
1996,325,121442,
2016,66,121443,
1984,420,121444,
1964,452,121445,
1964,575,121446,
1980,24,121447,
1980,619,121447,
1980,117,121447,
1980,373,121447,
1980,164,121447,
1980,337,121447,
1980,270,121447,
1980,446,121447,
1948,210,121448,
1900,24,121449,
1960,24,121450,
1960,619,121450,
1960,117,121450,
1960,373,121450,
1960,164,121450,
1960,337,121450,
1960,270,121450,
1960,446,121450,
1996,616,121451,
1976,195,121452,
2004,401,121453,
2008,401,121453,
2008,245,121454,
1996,28,121455,
1976,388,121456,
1932,418,121457,
1984,102,121458,
1972,558,121459,
1972,72,121459,
1976,72,121459,
1948,583,121460,
1948,475,121460,
2016,274,121461,
2012,122,121462,
2012,136,121462,
2016,122,121462,
2016,136,121462,
2012,251,121463,
2016,251,121463,
1984,98,121464,
1988,98,121464,
1996,246,121465,
2008,76,121466,
2008,82,121467,
1968,496,121468,
1968,496,121469,
2004,76,121471,G
2012,368,121472,
2012,354,121473,
1992,627,121474,
1996,180,121475,
2000,180,121475,
1980,110,121476,
1972,257,121477,
1980,257,121477,
1984,420,121478,G
2008,185,121479,
2004,49,121480,
2008,49,121480,
2016,287,121481,
2016,185,121482,
1996,430,121483,
2000,368,121483,
2012,420,121484,
2016,354,121485,
2016,621,121485,
1996,173,121487,
2000,615,121487,
2000,266,121487,
2000,274,121487,B
2004,173,121487,
2004,615,121487,B
2004,274,121487,
2012,274,121487,
2000,109,121488,
2000,445,121488,G
2004,109,121488,S
2004,445,121488,B
2008,317,121488,
2008,445,121488,S
1988,499,121490,
1992,499,121490,
1948,90,121492,
1952,39,121492,
1952,90,121492,B
2000,77,121493,B
2004,77,121493,S
1972,180,121494,
1988,415,121495,
1992,415,121495,
1948,81,121496,
1928,513,121497,
1928,626,121497,
1996,461,121498,
1996,146,121498,
1996,551,121498,
1996,431,121498,
1996,147,121498,
2000,461,121498,
2000,210,121498,
2000,146,121498,
2000,551,121498,
2000,431,121498,
2000,147,121498,
1948,543,121499,
1976,251,121500,
2012,344,121501,
1972,110,121502,
1972,348,121502,S
1936,245,121503,
1972,344,121504,
1976,344,121504,
2016,9,121505,
1952,344,121507,
1984,513,121508,
1968,246,121509,
1964,623,121510,
1988,257,121512,
1992,257,121512,
1996,257,121512,
1996,172,121512,
1980,491,121514,
2000,242,121515,B
2004,287,121516,
2008,287,121516,
2004,49,121517,
2008,49,121517,
2008,338,121517,
1996,39,121518,B
1996,90,121518,
2000,39,121518,
2000,90,121518,S
2004,39,121518,
2004,90,121518,G
2004,39,121519,
2004,90,121519,G
1976,574,121520,
1976,552,121520,
2000,574,121521,
2004,574,121521,
2004,552,121521,G
2012,574,121521,
2012,552,121521,
1976,574,121522,
1976,552,121522,
2008,246,121523,G
1984,258,121524,
1984,150,121524,
1988,220,121524,
1988,258,121524,
1988,150,121524,
1992,220,121524,
1992,258,121524,
1992,150,121524,
1996,220,121524,
1996,258,121524,
1996,150,121524,
1936,420,121525,
1968,51,121526,
1968,515,121526,
1956,158,121527,
1952,519,121528,
1956,519,121528,
1960,519,121528,
1964,558,121528,
1964,72,121528,
1968,586,121528,
1980,541,121529,
2008,76,121530,
1968,415,121531,
1968,404,121531,
1988,76,121532,B
1960,314,121533,
1948,167,121534,
1952,66,121535,B
1932,541,121536,G
2000,242,121537,G
2004,242,121537,
1948,291,121538,
2000,602,121539,
2004,77,121539,
2008,602,121539,
1976,582,121540,
1920,389,121541,
1920,494,121541,
1920,580,121541,
1984,299,121542,
1924,102,121543,
1988,553,121544,
1992,506,121544,
1956,189,121545,
1936,415,121546,G
2004,344,121547,
1912,212,121548,
2004,162,121549,G
2004,197,121549,
2008,422,121549,
2008,162,121549,
2008,314,121549,
2008,197,121549,
2008,223,121549,
2012,162,121549,
2012,314,121549,
2012,197,121549,
1976,230,121550,
1980,230,121550,B
1948,584,121551,
1964,314,121552,G
1912,554,121553,
1904,177,121554,
1904,293,121554,S
1904,381,121554,
1984,496,121555,
1988,496,121555,
1992,496,121555,
2000,347,121556,
2012,479,121557,
2016,487,121557,
2000,24,121558,
2000,619,121558,
2000,117,121558,
2000,373,121558,
2000,164,121558,
2000,337,121558,
2016,242,121559,G
1992,242,121562,
1996,242,121562,B
1976,394,121563,
1980,394,121563,
1988,44,121564,
1992,312,121564,
1992,44,121564,
1936,24,121565,
1936,619,121565,
1936,117,121565,
1936,373,121565,
1936,164,121565,
1936,337,121565,
1936,270,121565,
1936,446,121565,
2016,22,121566,
1996,420,121567,
1932,314,121569,G
2008,420,121570,
1932,123,121571,
1936,123,121571,
1988,109,121572,
2016,268,121573,
2004,558,121574,
1988,435,121575,
1956,541,121576,
2012,558,121577,
1968,287,121579,
1968,555,121579,
1972,555,121579,
1980,324,121580,
1980,168,121580,B
1984,168,121580,
1932,586,121581,
1936,195,121581,
1952,314,121582,
1992,420,121583,
2000,155,121584,G
1908,541,121585,
1912,569,121585,B
1912,569,121586,B
1920,237,121588,S
2004,67,121589,
2008,67,121589,
1972,415,121590,
1972,180,121590,
1976,404,121590,
1996,628,121591,
1992,504,121593,
1992,138,121594,
1980,572,121595,
1980,168,121595,
1984,572,121595,
1988,572,121595,
1992,110,121596,
1992,401,121596,
1904,24,121597,
1904,239,121597,
1904,190,121597,
2004,246,121598,
2004,420,121599,
2016,488,121600,
2016,415,121601,
1924,541,121602,
1952,202,121603,
1952,314,121603,
1972,587,121604,
1976,587,121604,
1968,217,121605,
2016,298,121607,
1972,110,121608,
1972,401,121608,
1976,401,121608,
1952,292,121610,
1952,211,121610,S
1956,292,121610,
1956,211,121610,B
1948,582,121613,
1960,508,121614,
1960,314,121614,
1988,195,121615,B
1992,195,121615,S
1996,195,121615,B
1988,558,121616,
2000,577,121617,
1976,297,121619,
1984,312,121620,
1984,44,121620,
1988,312,121620,
1988,44,121620,
1992,31,121620,
1992,44,121620,
1996,312,121620,
1996,44,121620,
2000,312,121620,
2000,44,121620,
1984,493,121621,
1984,31,121621,
1984,44,121621,
1988,312,121621,
1988,44,121621,
1992,44,121621,
1996,312,121621,
1996,44,121621,
2000,312,121621,
2000,44,121621,
1952,461,121622,
1952,210,121622,
1952,253,121622,
1952,146,121622,
1952,551,121622,
1952,431,121622,
1952,147,121622,
1988,573,121623,
1992,573,121623,
1996,573,121623,B
2000,573,121623,B
1964,24,121624,
1964,619,121624,
1964,117,121624,
1964,373,121624,
1964,164,121624,
1964,337,121624,
1964,270,121624,
1964,446,121624,
1952,496,121625,B
1972,339,121626,
1976,339,121626,
2016,165,121627,
2012,488,121628,
2016,415,121629,
1992,195,121630,
2004,620,121631,
2004,204,121631,
2000,393,121632,
2012,602,121635,
2016,602,121635,G
1992,541,121636,
2000,415,121637,S
2004,415,121637,S
2008,415,121637,
2004,541,121638,
1952,420,121639,
1912,177,121640,
1912,90,121640,S
2004,513,121641,
1968,582,121642,
1948,109,121643,
1980,359,121644,
1956,513,121645,
1956,626,121645,
2000,518,121646,S
2012,138,121647,
2016,138,121647,
2016,220,121648,
2016,150,121648,
1980,368,121649,
1980,430,121650,
1980,54,121650,
2008,25,121651,
1952,395,121652,
1964,513,121653,
1964,466,121653,
1964,109,121653,
1964,396,121653,
1960,177,121654,
1960,381,121654,
1960,39,121654,
1964,381,121654,
1964,39,121654,
2008,242,121655,
2012,242,121655,
2008,161,121656,
2012,161,121656,
1972,80,121657,
2008,578,121658,
2008,202,121658,
2008,223,121658,
2012,578,121658,
2012,202,121658,
2016,578,121658,
2016,162,121658,
1928,408,121659,
1928,256,121659,
1992,587,121660,S
1996,587,121660,S
1992,430,121661,
1992,475,121661,S
1996,368,121661,
2000,368,121661,
2000,430,121661,
2000,475,121661,
1980,76,121662,
1988,76,121662,
1996,553,121663,
2000,593,121663,
1968,461,121664,
1968,146,121664,
1968,551,121664,
1968,431,121664,
1968,147,121664,
1976,38,121665,
1976,90,121665,
2004,624,121666,
2008,624,121666,
1960,452,121667,
1948,217,121668,
1980,324,121670,
1980,28,121670,
1980,168,121670,
1992,456,121671,
2012,197,121672,
2012,330,121672,
1968,430,121673,
1968,475,121673,
1928,366,121674,
2000,444,121675,
2004,420,121676,
1984,180,121677,
1984,229,121677,
2012,582,121678,
2016,185,121679,
2016,185,121680,
2016,573,121681,
1968,582,121682,
1972,582,121682,
1984,416,121683,
2004,420,121684,
1988,203,121685,
2008,185,121686,
1996,148,121687,
1992,240,121688,
2004,420,121689,
1992,425,121690,
1988,496,121691,
1960,420,121693,
1960,513,121694,S
1960,466,121694,G
1988,24,121695,
1988,619,121695,
1988,117,121695,
1988,373,121695,
1988,164,121695,
1988,337,121695,
1988,270,121695,
1988,446,121695,
1992,240,121696,
1992,28,121696,
1984,217,121697,
2000,541,121699,G
2012,506,121700,
1984,553,121701,S
1988,462,121701,B
1988,553,121701,S
2004,360,121702,
2008,516,121702,
2004,539,121703,
1984,230,121704,G
1984,212,121705,
2000,553,121706,
1960,202,121710,
1960,508,121710,
1960,223,121710,
1960,102,121711,
1968,344,121712,
1896,618,121713,
1896,61,121713,G
1896,240,121713,
1896,572,121713,
2000,292,121714,
2000,211,121714,B
1980,543,121715,
2000,172,121716,
2008,600,121717,
1936,81,121718,
1992,494,121719,
2000,172,121720,
1992,290,121722,B
1996,290,121722,B
1980,420,121723,S
1968,482,121724,
1996,575,121725,
1984,576,121728,
1988,576,121728,
2016,269,121729,
1996,389,121730,
1988,109,121731,
1992,109,121731,
1924,158,121732,
1984,88,121734,
1988,88,121734,S
1984,344,121735,
2012,246,121736,B
1980,246,121737,
1996,582,121738,
1964,582,121739,S
1968,577,121740,
1972,577,121740,
2008,76,121741,
1988,513,121742,
1988,466,121742,
1980,513,121743,
1984,513,121743,
2004,394,121744,
2004,522,121744,
1968,189,121745,
1972,189,121745,
1928,167,121747,
1936,180,121748,
2016,510,121749,
1996,496,121750,
2000,496,121750,B
2004,496,121750,S
1988,366,121751,
2004,452,121752,
2008,59,121752,
1980,494,121754,
1980,395,121754,
1984,395,121754,
1984,212,121754,S
1988,212,121754,
1992,212,121754,
2016,535,121755,
1936,217,121756,
2016,491,121757,
1960,420,121758,
1964,138,121759,
1968,138,121759,B
1972,138,121759,
1912,494,121760,
1936,293,121762,
1936,90,121762,
1948,39,121762,
1948,90,121762,
1952,90,121762,
1968,545,121763,
1968,622,121763,
1984,301,121764,
1900,496,121765,
1972,508,121766,
1972,400,121766,
1976,400,121766,
1976,330,121766,
1924,516,121767,
2012,297,121768,B
2016,297,121768,B
2000,461,121769,
2000,210,121769,
2000,431,121769,
1988,545,121771,
1988,83,121771,
1988,234,121771,
1988,85,121771,
1988,621,121771,
2012,24,121773,
2012,117,121773,
2012,164,121773,
2012,337,121773,
2012,270,121773,
2012,446,121773,
2000,108,121774,
1956,435,121775,
2000,354,121778,
2004,354,121778,
1972,606,121780,
1992,499,121781,G
1984,462,121783,S
1988,462,121783,
1908,199,121784,S
2000,621,121785,
2000,335,121785,
1976,9,121786,S
1976,301,121786,S
1976,371,121786,
1976,335,121786,G
1980,301,121786,B
2008,437,121788,
2012,437,121788,
2012,424,121790,
2016,424,121790,
1936,31,121791,
1936,184,121791,
1976,45,121792,
1968,230,121794,
1972,420,121795,
1952,496,121796,
1968,245,121797,
1932,452,121798,
1948,240,121800,
1948,604,121800,
1948,28,121800,
1952,240,121800,
1952,604,121800,
1924,124,121801,
2012,72,121803,
2008,47,121805,
2012,47,121805,
1996,193,121808,
1988,29,121809,
1988,88,121809,
1992,29,121809,
1992,88,121809,
1908,490,121810,B
1908,577,121810,
1960,150,121811,
2000,394,121812,
2000,522,121812,
2016,284,121813,
1972,99,121814,
1972,94,121816,
2012,344,121817,
1992,543,121818,
2000,187,121819,
2004,187,121819,
1968,246,121820,
1972,246,121820,
1972,246,121821,
2012,161,121822,
2016,161,121822,
2012,324,121823,
2012,168,121823,
1928,432,121825,
1928,87,121825,B
1936,17,121826,
1936,126,121826,
1964,180,121827,
1968,344,121828,
2004,180,121829,
1964,309,121830,
1964,109,121830,B
1964,399,121830,
1968,309,121830,B
1968,109,121830,G
1968,399,121830,G
1972,109,121830,
1972,399,121830,
1976,366,121830,
1996,366,121831,
2000,488,121832,S
2004,137,121832,
2008,188,121833,
1948,324,121835,
1948,168,121835,
1972,549,121836,
1968,389,121837,
1928,344,121840,S
1972,94,121841,
1964,461,121844,
1964,210,121844,
1964,146,121844,
1964,551,121844,
1964,431,121844,
1964,147,121844,
1912,495,121845,
1964,359,121846,
2004,167,121847,
2004,39,121848,B
2004,90,121848,
1936,293,121849,
1936,381,121850,
1936,39,121850,
1936,90,121850,
1952,102,121851,
1996,586,121856,B
1908,199,121858,S
1924,66,121859,
1996,381,121860,S
2000,381,121860,
2000,38,121860,B
1984,517,121861,G
1952,90,121863,
1980,221,121864,
1968,466,121865,
1968,396,121865,
1968,366,121865,
2016,630,121866,
1952,432,121867,
1952,87,121867,
1952,102,121868,
2004,347,121869,
1988,10,121870,
1992,10,121870,
1988,314,121871,
1992,422,121871,
1992,508,121871,
1992,162,121871,
1992,314,121871,
1992,223,121871,
1984,396,121873,
1984,358,121873,
1984,381,121874,
1984,38,121874,
1988,381,121874,
1988,38,121874,
1972,513,121875,
1972,466,121875,
1992,574,121876,
1992,552,121876,
1952,502,121877,
1956,502,121877,
2008,534,121878,
1988,366,121879,
1992,366,121879,
2004,336,121880,
1972,28,121881,
1984,582,121882,
1988,582,121882,
1912,240,121883,
1912,381,121884,
1912,38,121884,
1924,381,121884,
1924,38,121884,
1924,90,121884,
1928,381,121884,
1928,38,121884,
1928,90,121884,
1936,38,121884,
1908,326,121886,
1908,527,121886,
1992,195,121887,
1968,14,121888,
1960,300,121889,
1960,111,121889,
2008,435,121890,
1964,410,121891,
1948,400,121892,
1948,314,121892,
1948,582,121893,
1928,496,121896,B
1936,66,121898,
1984,420,121899,
1920,212,121900,
2000,553,121901,
1956,513,121902,
1956,626,121902,
1984,599,121903,
1988,599,121903,
1992,450,121903,
1908,399,121904,
1908,349,121904,
1908,304,121904,
1980,420,121905,S
1908,324,121906,
1908,311,121906,S
1972,513,121908,
1992,32,121909,
2000,61,121910,
1924,429,121911,
1928,429,121911,B
1932,429,121911,
1980,496,121912,S
1980,246,121913,
2004,541,121915,
2008,230,121915,G
2012,230,121915,G
2016,541,121915,G
1928,496,121916,
1984,112,121917,
1988,112,121917,
2012,238,121919,
1896,623,121920,
1896,95,121920,B
1984,366,121921,
1992,29,121922,G
1992,88,121922,G
1996,29,121922,B
1996,88,121922,G
2000,29,121922,B
2000,88,121922,G
2004,29,121922,S
2008,29,121922,
2008,88,121922,B
1960,366,121923,
1964,366,121923,
1928,66,121924,
1932,66,121924,
1992,425,121925,
1992,550,121925,
1996,425,121925,B
2000,425,121925,S
2000,593,121926,
2004,593,121926,
1960,567,121927,
1948,429,121928,
1952,429,121928,
1956,102,121929,G
1960,102,121929,B
1960,517,121930,
1992,411,121931,
1996,76,121932,
2000,76,121932,
2004,76,121932,
2008,76,121932,
1988,578,121933,
1992,578,121933,
1996,578,121933,
2004,565,121934,
1936,39,121935,
1936,90,121935,
1996,624,121936,
2000,624,121936,
2004,624,121936,
2008,103,121936,
1996,150,121937,
1980,401,121938,
1900,150,121939,
1900,471,121939,S
1928,539,121941,
1976,513,121942,
1980,513,121942,
1980,466,121942,
1984,513,121942,
1984,466,121942,S
1928,420,121943,
1976,88,121944,S
1980,29,121945,G
1980,88,121945,G
1984,88,121945,B
2012,9,121946,
2004,132,121947,
