year,ekey,akey,medal
1952,420,80919,
2004,388,80920,
2008,388,80920,
2016,354,80921,
2016,29,80922,
2004,344,80923,
1952,420,80924,
1980,420,80925,
1984,111,80926,
2016,158,80927,
2004,344,80928,
2004,344,80929,
1972,388,80930,
1980,494,80930,
1948,582,80931,
1952,582,80931,
2016,578,80932,
2004,504,80933,
2008,504,80933,
1988,177,80934,
1988,293,80934,
2004,324,80935,
1976,105,80936,
2008,59,80937,
1980,217,80938,
2008,390,80939,
2012,390,80939,
2012,186,80940,
2008,201,80941,
2008,195,80942,
1976,496,80943,
1996,14,80944,
2008,519,80945,B
1988,429,80946,S
1992,72,80946,S
2012,435,80947,
1980,112,80948,
2016,240,80949,
1948,516,80950,S
2016,563,80951,
2016,263,80951,
2004,420,80952,
1988,627,80953,
1984,435,80954,
1980,516,80955,
1984,539,80955,
1952,410,80956,
1980,168,80957,
1980,158,80958,
1968,366,80959,
1948,420,80960,
2016,420,80961,
1988,420,80962,
2016,420,80963,
1960,32,80964,
1960,620,80964,
2008,581,80965,
2012,581,80965,
2016,516,80967,
1976,29,80968,
1976,88,80968,
1976,112,80969,
2012,188,80970,
2016,188,80970,S
1988,496,80972,
1988,344,80973,
1988,158,80975,
2016,348,80976,
1976,366,80977,
1988,212,80978,
1920,420,80979,
1992,324,80980,
2016,513,80981,
1972,39,80983,
1972,90,80983,
1936,109,80985,
1936,399,80985,
2012,251,80986,
1936,23,80988,B
1904,24,80989,
1904,239,80989,
1904,190,80989,
1936,404,80990,
1960,563,80991,
1964,563,80991,
1964,263,80991,
1996,155,80992,
2012,587,80993,
1988,234,80994,B
1988,85,80994,
2012,420,80996,
1972,420,80997,
1948,582,80998,
2016,10,81002,
1992,6,81003,
1996,541,81003,
2016,620,81004,
1960,513,81005,
1960,466,81005,
1964,513,81005,
1972,314,81009,
1948,513,81010,
1948,626,81010,B
1952,420,81011,
1984,344,81012,G
1948,230,81013,G
1952,230,81013,
1956,230,81013,
1948,81,81015,
1968,545,81016,
1968,83,81016,
1968,234,81016,
1968,85,81016,
1968,310,81016,
1968,194,81016,
1968,335,81016,
1948,418,81018,
1928,415,81019,
1928,490,81019,
1928,28,81019,
1928,168,81019,
1932,490,81019,
1932,28,81019,
2004,427,81020,
1988,193,81021,
1900,260,81023,
1900,473,81023,
2000,625,81024,
1952,582,81026,S
2004,51,81027,G
2008,51,81027,G
2012,51,81027,
1996,18,81029,
2000,18,81029,
2004,18,81029,
2000,344,81032,
1908,400,81033,
2004,488,81034,
2008,488,81034,
2016,542,81035,
1988,543,81036,
2012,302,81037,
2016,302,81037,
1996,203,81038,
2016,616,81039,
1952,410,81040,B
1948,230,81041,
1908,24,81042,
1908,619,81042,
1972,145,81043,
1976,145,81043,
1960,420,81044,
1960,230,81045,
1988,325,81046,
1988,427,81046,
1964,513,81047,
1964,466,81047,
2000,461,81048,
2000,146,81048,
2000,551,81048,
2000,431,81048,
2000,147,81048,
1972,240,81049,
1972,604,81049,
1984,560,81050,
1984,629,81050,
1964,51,81051,B
1964,515,81051,G
1996,324,81052,
1996,168,81052,
2000,324,81052,
2000,168,81052,
2004,168,81052,
2000,137,81054,
2016,66,81055,
1980,251,81056,
1984,251,81056,
1928,620,81057,
1992,212,81058,
2000,420,81059,
2004,229,81060,
2008,180,81060,S
2012,180,81060,
2016,229,81060,
2012,212,81061,
2016,395,81061,
2004,368,81062,
1952,582,81063,
2016,461,81064,
2016,146,81064,
2016,431,81064,
2016,147,81064,
2008,493,81065,
2008,31,81065,
2000,616,81066,
2016,39,81068,
2000,227,81069,
2004,227,81069,
2008,185,81070,
1972,44,81072,
1992,536,81073,
1992,261,81073,
1968,246,81074,
2012,331,81075,
2016,331,81075,
1920,50,81076,
2008,295,81077,
2008,276,81077,
1980,389,81078,
1996,66,81079,
1996,185,81081,
2004,177,81082,
2004,293,81082,B
2008,578,81083,
2016,61,81084,
2000,608,81085,
2000,489,81085,
1908,381,81086,
1908,39,81086,
1968,388,81087,
1996,76,81088,
2008,535,81089,
2012,535,81089,
2004,193,81090,
2008,193,81090,
2012,57,81092,
2012,295,81092,
2016,295,81092,
2016,276,81092,
1988,599,81093,
1996,450,81093,
2000,450,81093,S
2004,450,81093,
2012,295,81094,
2016,57,81094,
2016,276,81094,
1936,24,81095,
1936,619,81095,
1936,117,81095,
1936,373,81095,
1936,164,81095,
1936,337,81095,
1936,270,81095,
1936,446,81095,
1976,88,81096,
1980,29,81096,
1980,88,81096,
1984,29,81096,
1984,88,81096,S
2008,581,81097,
2012,581,81097,G
2016,581,81097,
1968,291,81099,
1956,51,81100,
1956,515,81100,
1996,496,81101,
1988,230,81102,
1992,541,81102,
1996,230,81102,
2000,230,81102,S
2000,168,81103,
2004,324,81103,
2004,168,81103,
1980,246,81104,
1988,11,81105,
2016,581,81106,
2016,300,81106,
1932,359,81107,
2016,284,81109,B
1924,234,81110,
2004,390,81111,
2012,488,81111,G
1936,586,81112,
2016,268,81115,
2016,76,81117,B
1912,381,81118,
2000,327,81119,
2004,327,81119,B
2004,412,81119,
2008,327,81119,
2008,412,81119,
1964,256,81120,
1968,203,81123,
1968,158,81124,
1972,575,81124,
2012,222,81125,
2008,420,81126,
1948,366,81127,
1996,494,81128,
2000,395,81128,
2000,9,81129,
2000,622,81129,
2008,9,81129,
2008,335,81129,
2012,9,81129,
1992,230,81130,
1972,212,81131,
2016,424,81132,
2004,496,81133,
2008,496,81133,
2012,496,81133,
2016,496,81133,
1984,435,81134,
2008,575,81135,
2004,155,81136,
1984,167,81137,
1976,230,81138,
1984,576,81139,
1988,576,81139,
1980,575,81140,
1992,494,81141,
1996,212,81141,
2000,212,81141,
1968,513,81142,
1968,466,81142,
2004,257,81143,
2008,257,81143,
1956,203,81144,
2016,212,81145,
2004,437,81146,
1964,217,81147,
2004,422,81148,
2004,359,81148,
2004,197,81148,
2004,330,81148,
2008,359,81148,
2008,197,81148,
2012,158,81149,
1992,167,81150,
1984,221,81151,G
1968,512,81152,
1972,512,81152,
1956,563,81153,
1956,263,81153,
1980,420,81154,
2004,461,81155,
2004,210,81155,
2004,147,81155,
1972,368,81156,
1972,475,81156,
2012,117,81157,
2012,270,81157,
1956,432,81158,
1956,87,81158,
1984,572,81159,
1988,572,81159,
1992,28,81159,
1996,572,81159,
2016,410,81160,
2016,280,81161,
2012,298,81162,
1964,475,81164,
1992,539,81165,
2016,329,81166,
1960,494,81167,
1968,563,81168,
1968,263,81168,
1972,263,81168,
1976,563,81168,
1952,17,81169,
1952,126,81169,
2008,7,81172,
2012,7,81172,
1956,563,81173,
1956,263,81173,
2016,145,81175,
1952,14,81176,B
1988,344,81177,S
1924,23,81179,B
1984,264,81180,S
1952,31,81181,
2016,513,81182,
1996,256,81183,
2000,256,81183,
2004,256,81183,
1928,148,81184,
1936,148,81184,B
1984,474,81185,
1988,541,81185,G
1900,102,81186,B
1912,33,81188,
1912,244,81188,
1988,168,81189,
1996,456,81190,B
2000,456,81190,
1920,400,81191,
1920,314,81191,
1912,618,81192,
1912,61,81192,
1912,352,81192,
1912,511,81192,
1912,604,81193,
1912,324,81193,
1972,251,81194,
1912,256,81195,
2004,165,81196,
2000,242,81197,
1912,240,81198,
1912,604,81198,
1912,28,81198,S
2000,584,81199,
1980,475,81200,
1984,161,81201,
1988,161,81201,
1992,161,81201,B
1996,161,81201,
1948,99,81202,
1988,368,81203,
1988,430,81203,
1988,475,81203,S
1996,502,81204,
1972,344,81205,B
2016,386,81206,
1928,519,81207,
1936,51,81208,
1948,51,81208,
1928,558,81209,
2012,137,81210,
1968,234,81212,
1968,85,81212,
1924,586,81214,
1928,189,81216,
2008,475,81219,
2012,475,81219,
1936,582,81220,G
2012,155,81221,
2016,155,81221,
2000,82,81222,
1972,7,81223,
1968,212,81224,
2008,120,81225,
2012,120,81225,G
2012,359,81226,
1960,567,81227,
1992,461,81228,
1992,210,81228,
1992,146,81228,
1992,551,81228,
1992,431,81228,
1992,147,81228,
1996,461,81228,
1996,210,81228,
1996,146,81228,
1996,551,81228,
1996,431,81228,
1996,147,81228,
1924,420,81229,
2008,616,81230,
1992,348,81231,
1924,489,81232,
1968,496,81233,B
1972,496,81233,S
1976,496,81233,G
1980,496,81233,B
2000,47,81234,
2004,47,81234,
1948,39,81235,
1952,39,81235,
1980,299,81236,
1928,229,81237,
2016,354,81238,
1996,516,81239,
1976,501,81240,
1980,189,81241,
1972,24,81242,
1972,619,81242,
1972,117,81242,
1972,373,81242,
1972,164,81242,
1972,337,81242,
1972,270,81242,
1972,446,81242,
1976,24,81242,
1976,619,81242,
1976,117,81242,
1976,373,81242,
1976,164,81242,
1976,337,81242,
1976,270,81242,
1976,446,81242,
1964,246,81243,
1936,496,81244,G
1948,44,81245,
1948,387,81245,
1976,145,81246,
1980,10,81246,
1952,66,81247,
1992,461,81248,
1992,210,81248,
1992,146,81248,
1992,551,81248,
1992,431,81248,
1992,147,81248,
2004,181,81248,
2008,181,81248,
1936,291,81249,
1936,102,81249,
1992,420,81250,
2016,174,81251,
2016,465,81251,
1992,324,81253,
2000,496,81254,G
2004,496,81254,G
2008,496,81254,G
2000,325,81255,
1988,487,81256,
1996,420,81257,
1992,290,81258,
1996,504,81258,
1912,617,81260,
1992,466,81261,
1900,240,81262,
1900,415,81262,B
1900,375,81262,
1900,324,81263,
1904,324,81265,
1936,42,81267,
2000,246,81268,
1920,502,81269,
1920,255,81269,
1936,341,81270,
1984,324,81271,
1984,168,81271,
2000,624,81272,
2004,624,81272,
1976,246,81273,S
1980,246,81273,G
1984,572,81274,
1984,168,81274,
1960,180,81275,
2016,616,81276,
1992,504,81277,
1992,482,81278,
1960,513,81279,
1960,466,81279,
1968,410,81280,
1996,410,81281,
2000,28,81282,
1924,51,81283,
1952,420,81284,
1960,389,81285,
1964,150,81286,
1968,51,81287,
1968,515,81287,G
2000,415,81288,
2008,618,81289,
2008,61,81289,
2012,618,81289,
2016,618,81289,
1972,420,81292,
1988,71,81293,G
1996,502,81293,
1980,167,81294,
1924,489,81295,
1992,162,81296,
1992,314,81296,
1992,555,81296,
1992,330,81296,
1992,223,81296,
2008,403,81297,
1996,508,81298,
1996,400,81298,
2000,508,81298,
2000,400,81298,
2004,508,81298,
2004,400,81298,
2008,400,81298,
1948,496,81299,
1928,344,81301,
1972,420,81302,
1996,513,81303,
1924,68,81304,
1932,418,81304,
1988,389,81305,
1996,230,81306,S
1992,230,81307,
1996,541,81307,B
1956,122,81308,S
1960,122,81308,
1976,230,81309,
1984,487,81309,B
1984,582,81310,
1952,582,81311,
1956,582,81311,
1960,582,81311,
2000,324,81312,
2000,168,81312,B
2008,168,81312,S
1972,80,81313,
1976,80,81313,
1964,24,81314,
1964,619,81314,
1964,117,81314,
1964,373,81314,
1964,164,81314,
1964,337,81314,
1964,270,81314,
1964,446,81314,
1988,410,81315,G
1992,410,81315,S
1996,410,81315,
2004,101,81316,
1920,496,81317,
1924,496,81317,
1920,51,81318,
2008,302,81319,
2012,302,81319,
2004,224,81320,
2004,108,81320,
2004,178,81321,
1992,420,81322,
1980,32,81323,
1984,32,81323,
1988,32,81323,
1988,620,81323,
1992,32,81323,
1988,212,81324,
1960,461,81325,
1960,210,81325,
1960,146,81325,
1960,551,81325,
1960,431,81325,
1960,147,81325,
1948,482,81326,
1964,246,81327,G
1968,246,81327,G
1960,543,81328,B
1964,543,81328,
1968,416,81328,S
1988,212,81330,
1992,212,81330,
1996,212,81330,
2000,212,81330,
2016,419,81331,
1980,51,81332,
1980,515,81332,
1980,335,81333,
1956,404,81335,
1972,575,81336,
2008,618,81337,
2008,61,81337,
2016,618,81337,
2016,61,81337,
2008,513,81338,
2008,509,81338,
2004,621,81339,
2004,622,81339,
2004,310,81339,
2004,335,81339,
2008,83,81339,
2008,322,81339,
2008,622,81339,
2008,310,81339,
2008,335,81339,
1984,410,81340,
1956,541,81341,B
1948,324,81342,
1948,583,81343,
1952,368,81343,
1952,583,81343,
1952,475,81343,
1968,71,81344,
1960,575,81345,
1948,572,81346,
1948,389,81346,
1996,161,81347,
2000,161,81347,
1996,14,81348,
1960,230,81349,
1972,167,81350,
2000,155,81351,
2004,155,81351,S
2016,155,81352,
1992,461,81353,
1992,210,81353,
1992,146,81353,
1992,551,81353,
1992,431,81353,
1992,147,81353,
1988,323,81354,
1976,576,81355,
1920,26,81356,G
1920,176,81357,S
2016,534,81358,
1996,366,81359,G
2012,273,81361,
2004,420,81362,
2012,302,81363,
1992,158,81364,
1996,461,81365,
1996,210,81365,
1996,146,81365,
1996,551,81365,
1996,431,81365,
1996,147,81365,
1924,420,81366,
1988,517,81367,
1992,59,81369,B
1996,59,81369,
2008,422,81370,
2012,422,81370,
2012,314,81370,
1960,516,81372,
1964,516,81372,
1968,539,81372,
1924,102,81373,
1984,494,81374,
2008,93,81375,
2012,93,81375,
2012,625,81376,
2016,625,81376,
2016,187,81377,
1984,543,81379,
1960,479,81380,
1964,479,81380,
2000,175,81382,
1920,291,81383,S
1924,474,81383,S
1924,554,81384,
1928,405,81384,
1936,258,81386,
2012,581,81388,
2016,581,81388,
2016,111,81388,
1900,404,81389,
1936,361,81390,
1900,309,81391,
1900,260,81392,
1900,171,81392,B
1900,260,81393,
1900,171,81393,
1912,357,81394,G
1972,545,81395,
1972,83,81395,
1972,85,81395,
1972,621,81395,
1972,335,81395,
2004,587,81399,
2008,314,81400,
1988,606,81401,
1996,496,81402,
1984,88,81404,
1988,29,81404,
1988,88,81404,
1992,88,81404,
1996,490,81406,
2000,490,81406,
2000,168,81406,
1992,472,81407,G
1992,553,81407,G
1996,553,81407,S
2012,416,81408,
1956,366,81409,
1992,513,81410,
1996,513,81410,
1980,344,81411,S
2016,513,81412,
1996,144,81413,
1968,240,81414,
2008,323,81415,
2012,323,81415,
1968,240,81416,
1972,240,81417,
1972,604,81417,
1976,240,81417,
1976,604,81417,
1952,420,81418,
1956,420,81418,
1936,420,81419,B
1908,404,81420,
1912,404,81420,
1968,513,81422,
1948,496,81424,
1948,202,81424,
1952,496,81424,
1952,202,81424,
1948,541,81425,B
1948,541,81426,B
1924,415,81427,
1924,490,81427,
1928,490,81427,
1976,344,81428,
2008,344,81429,G
1956,230,81430,
1952,461,81431,
1952,210,81431,
1952,253,81431,
1952,146,81431,
1952,551,81431,
1952,431,81431,
1952,147,81431,
1920,38,81432,
1908,324,81433,
1908,311,81433,
1924,388,81434,
1972,575,81435,
1904,507,81436,
1964,474,81437,
1988,348,81438,
2000,412,81439,
1968,582,81440,
1996,630,81441,
2004,630,81441,
1912,30,81442,
2016,172,81443,
1996,513,81444,
2008,185,81445,
1952,240,81447,
1936,582,81448,
1980,246,81449,
1984,246,81449,S
1988,246,81449,
1968,430,81451,
1968,475,81451,
1976,416,81452,
2000,630,81454,
2008,630,81454,
2012,630,81454,
2016,630,81454,
1936,90,81455,S
1948,90,81455,S
2004,39,81456,G
2004,90,81456,S
2008,39,81456,
2008,90,81456,B
2012,39,81456,
2012,90,81456,B
2016,39,81456,
2016,558,81457,
1972,293,81458,
1976,177,81458,
1976,293,81458,S
1972,420,81460,
1972,39,81461,
1972,90,81461,G
1976,39,81461,
1976,90,81461,S
1980,39,81461,
1980,90,81461,S
1972,90,81462,G
1976,90,81462,S
1976,90,81463,S
2000,76,81464,
2004,76,81464,
1948,582,81465,
1952,582,81465,
1976,183,81466,
2016,298,81467,
2016,348,81467,
2004,411,81468,
1952,72,81469,
2000,503,81470,
2004,503,81470,
2008,503,81470,
2004,582,81471,G
1928,217,81472,
1988,624,81473,
1992,624,81473,
1988,624,81474,
1992,624,81474,
1960,461,81475,
1960,210,81475,
1960,146,81475,
1960,551,81475,
1960,431,81475,
1960,147,81475,
1900,24,81476,
1948,167,81477,
1992,297,81478,
1992,494,81479,
2004,490,81480,
2008,490,81480,
2016,208,81481,
2004,178,81482,
2008,161,81482,
2008,11,81483,
2012,11,81483,
2012,398,81483,
2016,398,81483,
1964,344,81484,
1984,18,81485,
2004,422,81486,
2004,314,81486,
1984,51,81487,
1984,515,81487,
2016,76,81488,
1992,24,81489,
1992,117,81489,
1992,373,81489,
1992,164,81489,
1992,337,81489,
1992,270,81489,
1992,446,81489,
1952,202,81490,
1952,508,81490,
1952,400,81490,
2004,93,81491,
2008,93,81491,
2012,53,81491,
2016,53,81491,B
2004,11,81492,
2008,11,81492,
2008,398,81492,
2012,398,81492,
2004,582,81493,
2004,238,81494,
2008,238,81494,
2008,325,81495,
2008,423,81495,
2012,325,81495,
2016,325,81495,
2016,423,81495,
2008,25,81497,B
1984,408,81498,
2012,344,81499,
1948,366,81500,
1952,366,81500,
1964,513,81500,
2012,59,81501,
1960,111,81502,
1972,339,81502,
1948,258,81503,
1952,258,81503,
1984,291,81505,
1964,541,81506,
1992,214,81507,
1996,214,81507,
1932,42,81508,G
1932,81,81508,
2004,329,81509,
1988,582,81510,
1936,513,81511,
1936,626,81511,
2004,72,81512,
2012,536,81513,
2008,222,81514,
1948,432,81515,
1948,87,81515,
1976,420,81517,
1976,420,81518,
2016,420,81519,
1996,411,81520,G
2012,138,81521,
1992,427,81522,
2000,251,81523,
1968,240,81524,
1968,28,81524,S
1972,28,81524,
1988,264,81525,
2000,479,81526,
1984,487,81527,
1988,487,81527,
1976,24,81528,
1976,117,81528,
1976,373,81528,
1976,164,81528,
1976,337,81528,
1976,270,81528,
1976,446,81528,
1988,24,81529,
1988,117,81529,
1988,373,81529,
1988,164,81529,
1988,337,81529,
1988,270,81529,
1988,446,81529,
1980,51,81530,
1980,515,81530,
1952,258,81531,
1956,258,81531,
1960,258,81531,
1924,258,81532,
1952,389,81533,
1932,123,81534,
1936,39,81535,
1936,90,81535,
1908,381,81536,
1908,38,81536,S
1912,177,81536,
1912,381,81536,
1912,38,81536,S
1920,177,81536,
1920,293,81536,
1920,381,81536,
1920,38,81536,
1924,177,81536,
1924,293,81536,
1924,381,81536,
1924,38,81536,
1928,177,81536,
1928,293,81536,
2000,47,81537,
2004,47,81537,
2016,574,81538,
2016,552,81538,
1964,491,81539,
1968,491,81539,
1908,3,81540,
1904,618,81541,
1904,61,81541,
1912,585,81542,
1912,126,81542,
1912,432,81542,
1912,87,81542,B
1920,74,81542,B
1920,502,81543,
1920,255,81543,
1924,502,81543,
1924,255,81543,S
1928,388,81544,
1976,202,81545,G
1976,422,81545,B
1976,314,81545,G
1976,223,81545,G
1956,606,81546,
1972,371,81548,
1972,496,81549,
1976,496,81549,
1980,496,81549,
1984,496,81549,
1996,28,81550,S
2000,28,81550,G
2004,362,81551,
1924,519,81552,
1992,251,81553,B
1996,251,81553,
1952,513,81554,
1952,626,81554,S
1948,28,81555,B
1920,516,81557,
1952,341,81558,
1928,420,81559,S
2000,534,81560,
2004,573,81560,
1968,344,81561,
1972,344,81561,
1968,344,81562,
1992,212,81563,
1988,543,81564,
2004,411,81565,G
1956,513,81566,
1956,626,81566,
1956,366,81566,
1996,254,81567,
2016,624,81569,
1928,416,81570,
2004,246,81571,
1992,615,81572,
1996,615,81572,
2000,615,81572,B
2000,274,81572,S
2008,420,81573,
1976,246,81574,
1952,230,81575,
1972,543,81576,
2012,155,81577,
2012,155,81578,
2000,420,81579,
1968,420,81580,
2012,240,81581,
1952,366,81582,
1992,281,81583,
2000,227,81583,
2008,422,81584,
2012,422,81584,
2012,420,81585,
2012,419,81586,
1960,24,81587,
1960,117,81587,
1960,373,81587,
1960,164,81587,
1960,337,81587,
1960,270,81587,
1960,446,81587,
2016,230,81588,B
1960,24,81589,
1960,619,81589,
1960,117,81589,
1960,373,81589,
1960,164,81589,
1960,337,81589,
1960,270,81589,
1960,446,81589,
1956,508,81590,
1956,400,81590,
2004,54,81591,
2008,54,81591,
2012,54,81591,
1900,65,81592,
1960,466,81593,
2000,354,81594,
2008,354,81594,
2008,582,81595,
2012,582,81595,B
1996,324,81596,
2000,324,81596,
2000,168,81596,G
1952,582,81597,
1968,136,81598,
2008,420,81599,G
1988,420,81600,
2004,586,81601,S
2008,586,81601,
1988,420,81602,
2012,424,81603,
1984,309,81604,
1984,109,81604,
1984,358,81604,
2004,344,81605,
2008,354,81606,
1992,9,81607,
1992,301,81607,
1996,354,81608,
1996,545,81608,
1996,83,81608,
1996,621,81609,
2000,288,81610,
2000,134,81610,
1948,408,81611,
2000,520,81612,S
2004,520,81612,B
2008,524,81613,
1956,497,81614,
2016,212,81616,
1936,202,81617,
1956,138,81618,
1968,496,81619,
1936,42,81620,
2012,437,81621,
2012,561,81621,
2016,437,81621,
2016,561,81621,
1988,167,81622,B
2016,420,81623,
1984,185,81624,S
2000,54,81626,
1976,167,81627,S
1948,452,81628,
1960,517,81628,
1996,425,81629,
1996,550,81629,
2000,297,81629,
1948,341,81630,G
1992,616,81631,
1976,389,81632,
1980,494,81632,
1984,494,81632,
1932,585,81633,
1932,160,81633,B
1972,563,81634,S
1972,263,81634,
1976,229,81635,
1984,9,81636,
1984,301,81636,
1984,335,81636,
1952,193,81637,
1952,490,81638,G
1952,168,81638,S
1988,222,81639,
2004,420,81640,
1952,167,81641,
2000,220,81642,
2000,150,81642,
2004,220,81642,
2004,150,81642,
2008,220,81642,
2008,150,81642,
1920,541,81644,G
1932,123,81645,
1988,291,81646,
1908,502,81647,
1908,255,81647,G
1948,51,81648,S
1948,90,81649,
2012,202,81650,
2012,162,81650,
1948,72,81651,
1912,545,81652,
1912,621,81652,G
2000,20,81653,
1912,381,81654,
1964,51,81655,
1964,515,81655,S
1968,51,81655,
1968,515,81655,
1972,461,81656,
1972,210,81656,
1972,146,81656,
1972,551,81656,
1972,431,81656,
1972,147,81656,
1992,420,81658,
1996,411,81660,
1992,291,81661,
1968,9,81663,
1968,212,81664,
1972,212,81664,
2004,430,81666,
2000,47,81667,
1984,622,81668,
1984,310,81668,
1960,541,81669,
2012,185,81671,G
2016,185,81671,G
2016,155,81672,
1992,430,81673,
1992,475,81673,
1992,541,81674,
1904,306,81675,
1904,64,81675,G
1964,494,81676,
1932,23,81677,G
2004,344,81678,
2008,344,81678,
2012,344,81678,
1956,366,81679,
1928,496,81680,
1984,420,81681,
1976,620,81682,
1976,240,81683,
1976,604,81683,
1976,180,81683,
2012,464,81684,
1952,508,81685,
1952,314,81685,G
1972,366,81686,B
1912,389,81687,
1912,498,81687,B
1996,386,81688,
2012,290,81690,
2016,290,81690,
2008,67,81691,
1984,14,81692,
1980,136,81693,
1980,555,81693,
1980,330,81693,
1984,426,81694,
1984,359,81694,
1984,223,81694,
1988,426,81694,G
1988,359,81694,
1988,223,81694,
1992,426,81694,
1928,122,81695,
2004,461,81696,
2004,210,81696,
2004,146,81696,
2004,551,81696,
2004,431,81696,
2004,147,81696,
1984,366,81697,
1972,240,81698,
1972,604,81698,
2012,210,81699,
2012,146,81699,
2012,431,81699,
2012,147,81699,
1964,534,81700,
2008,155,81701,
2012,155,81701,
1928,282,81702,S
1928,366,81703,
1928,293,81704,
1928,39,81704,
1928,90,81704,
2016,77,81705,
1992,325,81706,
1996,325,81706,
1996,427,81706,
2000,325,81706,
1936,184,81707,
2008,354,81708,
1984,466,81709,
1992,212,81710,
2000,212,81710,
1900,381,81711,
1968,420,81712,
1980,344,81713,
1968,294,81714,
1980,291,81715,
1976,541,81716,
1980,102,81716,
1980,541,81716,
2004,25,81717,
2008,25,81717,
2004,155,81718,
1996,420,81719,
1960,263,81720,
1972,563,81720,
1972,263,81720,
1976,90,81721,
1960,366,81723,
1996,555,81724,
1984,513,81725,
1984,494,81726,
1984,395,81726,
2012,212,81727,
1968,415,81728,
1968,168,81728,
1976,212,81729,
1992,539,81730,
2012,366,81731,
1964,541,81732,
1972,212,81733,
1976,395,81733,
2012,504,81734,
2016,513,81735,
1980,415,81736,
1984,415,81736,
1988,415,81736,
2016,212,81737,
2004,572,81738,
2008,572,81738,
2012,572,81738,
2012,193,81739,
2016,435,81739,G
1988,183,81740,
2000,629,81741,
2004,629,81741,
2016,303,81742,
1972,344,81743,
1932,314,81744,
1936,202,81744,
1936,314,81744,
2000,629,81745,
2004,629,81745,
1960,572,81746,
1960,168,81746,
1928,240,81747,
1928,324,81747,
1928,168,81747,
1932,240,81747,
1932,168,81747,
1968,558,81748,
2008,582,81749,
2012,76,81750,
2016,144,81751,
1948,240,81752,
1948,604,81752,
1996,502,81753,
2004,520,81754,S
2004,520,81755,S
2008,520,81755,
1920,457,81756,S
1920,471,81756,
1920,326,81756,
1924,258,81756,
1924,428,81756,
1924,111,81756,
2008,513,81757,
1976,513,81758,
1960,490,81759,
1964,490,81759,B
1964,168,81759,
1968,222,81760,
1964,420,81761,
1968,420,81761,
1960,39,81762,
1960,90,81762,
1964,90,81762,
1968,39,81762,
1968,90,81762,
1972,39,81762,
1972,90,81762,
1984,71,81763,
1976,577,81764,
1992,411,81765,
1992,11,81766,
1992,101,81766,
1996,11,81766,
1996,101,81766,
2000,11,81766,
2000,101,81766,
1984,545,81767,
1984,83,81767,
1984,622,81767,
1984,310,81767,
1984,194,81767,
1988,622,81767,
1988,310,81767,
1992,622,81767,
1992,310,81767,
2016,430,81768,
2000,167,81769,
1968,494,81770,
2000,223,81771,
1996,602,81772,
1968,541,81773,
1924,541,81774,
1976,582,81775,
1980,582,81775,
1992,504,81776,
1996,504,81776,
2004,9,81777,
2004,301,81777,
2008,9,81777,
2008,301,81777,
1968,98,81778,
1964,420,81779,
1996,420,81780,S
2016,390,81781,
1972,545,81782,
1972,83,81782,
1972,234,81782,
1972,622,81782,
1972,310,81782,
1960,582,81783,
1932,51,81784,
1936,420,81785,
1992,420,81786,
1972,230,81787,
1932,494,81788,
1932,395,81788,
1968,415,81789,
1968,28,81789,S
1972,28,81789,
1972,513,81790,
1980,420,81791,
1976,264,81792,
1984,240,81793,
1984,604,81793,
2016,616,81794,
2004,474,81795,
2000,47,81796,
1968,461,81797,
1968,210,81797,
1968,146,81797,
1968,551,81797,
1968,431,81797,
1968,147,81797,
1988,582,81798,
1992,582,81798,
2008,420,81799,
1984,287,81800,S
1984,555,81800,
1984,197,81800,S
1984,223,81800,G
1992,287,81800,G
1992,223,81800,G
1924,618,81801,
1976,420,81802,
1980,628,81803,
2016,32,81804,
1988,66,81805,
1996,348,81806,
1928,420,81807,
1968,513,81808,
1968,466,81808,
1996,628,81809,
2000,628,81809,
2000,83,81810,
2000,234,81810,
2000,85,81810,
2004,234,81810,
2004,85,81810,
1932,172,81811,
2012,520,81812,B
2004,456,81814,
1936,582,81815,
1956,44,81816,
1960,44,81816,
2004,246,81817,
2004,24,81819,
2004,619,81819,
2004,117,81819,
2004,373,81819,
2004,164,81819,
2004,337,81819,
2004,270,81819,
2004,446,81819,
2008,24,81819,
2008,619,81819,
2008,117,81819,
2008,164,81819,
2008,337,81819,
2008,270,81819,
2008,446,81819,
2012,24,81819,
2012,619,81819,
2012,117,81819,
2012,164,81819,
2012,337,81819,
2012,270,81819,B
2012,446,81819,
1952,621,81821,
2008,301,81823,
2012,322,81823,
1996,494,81824,
1908,543,81826,
1968,234,81827,B
1968,85,81827,
1972,234,81827,
1972,85,81827,
1972,371,81827,
1972,234,81828,
1972,85,81828,
2004,420,81829,
1928,368,81830,
1980,461,81832,
1980,146,81832,
1980,551,81832,
1980,431,81832,
1980,147,81832,
2008,440,81833,
2012,440,81833,
2008,535,81834,
1992,251,81835,
1996,251,81835,
1960,432,81836,
1960,87,81836,
1964,574,81836,S
1964,552,81836,
1968,574,81836,
1968,552,81836,
1972,344,81837,
1976,344,81837,
1984,251,81838,
1972,24,81839,
1972,619,81839,
1972,117,81839,
1972,373,81839,
1972,164,81839,
1972,337,81839,
1972,270,81839,
1972,446,81839,
1972,494,81840,
1972,388,81840,
1976,388,81840,
1980,388,81840,
2012,489,81841,
2016,608,81841,
2016,489,81841,
2016,335,81841,
1992,354,81844,
1992,545,81844,
